orderNo,customerID,firstName,lastName,gender,income,education,occupation,productCost,saleAmount,item,itemCategory,saleCountry,Profit,Region
SO72509,28474,Terrence,Nara,M,20000,Bachelors,Clerical,343.6496,539.99,"Road-750 Black, 44",Components,United Kingdom,196.3404,Europe
SO45748,18046,Terry,Jai,M,30000,Partial College,Clerical,413.1463,699.0982,"Road-650 Black, 58",Components,France,285.9519,Europe
SO47872,14790,Terry,Tang,M,40000,Bachelors,Clerical,1320.6838,2181.5625,"Road-250 Black, 58",Components,France,860.8787,Europe
SO48806,20885,Terry,Xie,M,30000,Bachelors,Clerical,486.7066,782.99,"Road-650 Black, 48",Components,United Kingdom,296.2834,Europe
SO49728,17635,Terry,Deng,M,30000,High School,Manual,1518.7864,2443.35,"Road-250 Red, 44",Components,Germany,924.5636,Europe
SO53974,14790,Terry,Tang,M,40000,Bachelors,Clerical,1481.9379,2384.07,"Touring-1000 Blue, 60",Clothing,France,902.1321,Europe
SO54599,17635,Terry,Deng,M,30000,High School,Manual,1082.51,1700.99,"Road-350-W Yellow, 40",Components,Germany,618.48,Europe
SO58359,20885,Terry,Xie,M,30000,Bachelors,Clerical,1082.51,1700.99,"Road-350-W Yellow, 44",Components,United Kingdom,618.48,Europe
SO60323,14790,Terry,Tang,M,40000,Bachelors,Clerical,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,France,1043.0087,Europe
SO67963,18046,Terry,Jai,M,30000,Partial College,Clerical,1082.51,1700.99,"Road-350-W Yellow, 44",Components,France,618.48,Europe
SO68025,25454,Terry,She,M,30000,Bachelors,Clerical,713.0798,1120.49,"Road-550-W Yellow, 40",Components,United Kingdom,407.4102,Europe
SO73174,27305,Terry,Nara,M,170000,Bachelors,Management,1082.51,1700.99,"Road-350-W Yellow, 40",Components,United Kingdom,618.48,Europe
SO44188,20052,Theodore,Ruiz,M,40000,Partial College,Clerical,413.1463,699.0982,"Road-650 Black, 60",Components,United Kingdom,285.9519,Europe
SO46301,12817,Theodore,Suarez,M,10000,Partial High School,Manual,2171.2942,3578.27,"Road-150 Red, 52",Components,France,1406.9758,Europe
SO46869,13577,Theodore,Torres,M,70000,High School,Professional,1320.6838,2181.5625,"Road-250 Black, 58",Components,France,860.8787,Europe
SO48238,16831,Theodore,Vazquez,M,130000,Partial College,Professional,1518.7864,2443.35,"Road-250 Red, 44",Components,United Kingdom,924.5636,Europe
SO48665,20872,Theodore,Moreno,M,10000,High School,Manual,486.7066,782.99,"Road-650 Black, 60",Components,United Kingdom,296.2834,Europe
SO48897,16540,Theodore,Browning,M,20000,Partial College,Manual,1320.6838,2181.5625,"Road-250 Black, 52",Components,Germany,860.8787,Europe
SO49400,17794,Theodore,Rowe,M,30000,Bachelors,Clerical,1320.6838,2181.5625,"Road-250 Black, 44",Components,United Kingdom,860.8787,Europe
SO49926,16400,Theodore,Ramos,M,30000,Bachelors,Clerical,1518.7864,2443.35,"Road-250 Red, 52",Components,France,924.5636,Europe
SO51333,22631,Theodore,Serrano,M,30000,Bachelors,Clerical,713.0798,1120.49,"Road-550-W Yellow, 42",Components,United Kingdom,407.4102,Europe
SO51673,16400,Theodore,Ramos,M,30000,Bachelors,Clerical,1554.9479,2443.35,"Road-250 Black, 58",Components,France,888.4021,Europe
SO54672,20052,Theodore,Ruiz,M,40000,Partial College,Clerical,1554.9479,2443.35,"Road-250 Black, 48",Components,United Kingdom,888.4021,Europe
SO56792,23747,Theodore,Romero,M,20000,Partial High School,Manual,713.0798,1120.49,"Road-550-W Yellow, 38",Components,United Kingdom,407.4102,Europe
SO58423,20872,Theodore,Moreno,M,10000,High School,Manual,1082.51,1700.99,"Road-350-W Yellow, 40",Components,United Kingdom,618.48,Europe
SO59576,13577,Theodore,Torres,M,70000,High School,Professional,1481.9379,2384.07,"Touring-1000 Blue, 50",Clothing,France,902.1321,Europe
SO60192,17794,Theodore,Rowe,M,30000,Bachelors,Clerical,294.5797,539.99,"Mountain-500 Black, 42",Bikes,United Kingdom,245.4103,Europe
SO60632,13577,Theodore,Torres,M,70000,High School,Professional,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,France,1043.0087,Europe
SO62241,24565,Theodore,Navarro,M,110000,Partial College,Professional,308.2179,564.99,"Mountain-500 Silver, 48",Bikes,Germany,256.7721,Europe
SO63688,24186,Theodore,Alonso,M,20000,Partial College,Manual,713.0798,1120.49,"Road-550-W Yellow, 42",Components,United Kingdom,407.4102,Europe
SO64307,13577,Theodore,Torres,M,70000,High School,Professional,1554.9479,2443.35,"Road-250 Black, 48",Components,France,888.4021,Europe
SO64391,16831,Theodore,Vazquez,M,130000,Partial College,Professional,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,United Kingdom,1043.0087,Europe
SO68619,16831,Theodore,Vazquez,M,130000,Partial College,Professional,1481.9379,2384.07,"Touring-1000 Yellow, 54",Clothing,United Kingdom,902.1321,Europe
SO70322,12817,Theodore,Suarez,M,10000,Partial High School,Manual,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,France,1054.3705,Europe
SO71291,16540,Theodore,Browning,M,20000,Partial College,Manual,1554.9479,2443.35,"Road-250 Black, 44",Components,Germany,888.4021,Europe
SO44643,12280,Theresa,Alvarez,F,30000,Bachelors,Clerical,2171.2942,3578.27,"Road-150 Red, 56",Components,France,1406.9758,Europe
SO58287,26824,Theresa,Blanco,F,10000,Partial High School,Manual,343.6496,539.99,"Road-750 Black, 44",Components,United Kingdom,196.3404,Europe
SO64129,12280,Theresa,Alvarez,F,30000,Bachelors,Clerical,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,France,1043.0087,Europe
SO46783,19069,Thomas,Hall,M,90000,High School,Management,486.7066,782.99,"Road-650 Black, 62",Components,France,296.2834,Europe
SO49031,29389,Thomas,Phillips,M,40000,Bachelors,Professional,1105.81,2049.0982,"Mountain-200 Black, 46",Bikes,France,943.2882,Europe
SO54374,29389,Thomas,Phillips,M,40000,Bachelors,Professional,343.6496,539.99,"Road-750 Black, 58",Components,France,196.3404,Europe
SO55381,21090,Thomas,Garcia,M,30000,Partial College,Clerical,343.6496,539.99,"Road-750 Black, 48",Components,France,196.3404,Europe
SO55723,29433,Thomas,King,M,40000,Bachelors,Skilled Manual,755.1508,1214.85,"Touring-2000 Blue, 54",Clothing,United Kingdom,459.6992,Europe
SO65019,22593,Thomas,Johnson,M,30000,Bachelors,Clerical,343.6496,539.99,"Road-750 Black, 48",Components,France,196.3404,Europe
SO68349,19069,Thomas,Hall,M,90000,High School,Management,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,France,1043.0087,Europe
SO46884,13565,Tiffany,Zhao,F,10000,Partial College,Manual,1518.7864,2443.35,"Road-250 Red, 44",Components,France,924.5636,Europe
SO48240,20856,Tiffany,Hu,F,20000,Partial College,Manual,486.7066,782.99,"Road-650 Red, 60",Components,United Kingdom,296.2834,Europe
SO48592,12266,Tiffany,Lin,F,20000,Partial College,Manual,1117.8559,2071.4196,"Mountain-200 Silver, 42",Bikes,Germany,953.5637,Europe
SO50817,17989,Tiffany,Sun,F,20000,High School,Manual,1320.6838,2181.5625,"Road-250 Black, 58",Components,Germany,860.8787,Europe
SO56344,20856,Tiffany,Hu,F,20000,Partial College,Manual,1082.51,1700.99,"Road-350-W Yellow, 40",Components,United Kingdom,618.48,Europe
SO59833,12266,Tiffany,Lin,F,20000,Partial College,Manual,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,Germany,1043.0087,Europe
SO67432,17989,Tiffany,Sun,F,20000,High School,Manual,1082.51,1700.99,"Road-350-W Yellow, 40",Components,Germany,618.48,Europe
SO73587,13565,Tiffany,Zhao,F,10000,Partial College,Manual,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,France,1043.0087,Europe
SO58540,26356,Timothy,Howard,M,10000,High School,Manual,343.6496,539.99,"Road-750 Black, 58",Components,United Kingdom,196.3404,Europe
SO51501,26862,Tina,Vance,F,30000,Partial College,Clerical,755.1508,1214.85,"Touring-2000 Blue, 46",Clothing,Germany,459.6992,Europe
SO61468,27118,Tina,Kapoor,F,30000,Bachelors,Clerical,461.4448,742.35,"Touring-3000 Blue, 58",Clothing,France,280.9052,Europe
SO63421,24219,Tina,Lopez,F,30000,Bachelors,Clerical,1481.9379,2384.07,"Touring-1000 Yellow, 60",Clothing,France,902.1321,Europe
SO47731,12283,Todd,Zeng,M,20000,Partial College,Manual,1105.81,2049.0982,"Mountain-200 Black, 46",Bikes,United Kingdom,943.2882,Europe
SO48095,20590,Todd,Zhang,M,100000,Partial College,Management,486.7066,782.99,"Road-650 Black, 58",Components,Germany,296.2834,Europe
SO48842,12463,Todd,Huang,M,40000,Graduate Degree,Clerical,1117.8559,2071.4196,"Mountain-200 Silver, 38",Bikes,United Kingdom,953.5637,Europe
SO49411,15676,Todd,Wang,M,40000,Graduate Degree,Clerical,1518.7864,2443.35,"Road-250 Red, 44",Components,France,924.5636,Europe
SO51960,12283,Todd,Zeng,M,20000,Partial College,Manual,755.1508,1214.85,"Touring-2000 Blue, 46",Clothing,United Kingdom,459.6992,Europe
SO57790,12283,Todd,Zeng,M,20000,Partial College,Manual,1251.9813,2294.99,"Mountain-200 Black, 38",Bikes,United Kingdom,1043.0087,Europe
SO58470,12463,Todd,Huang,M,40000,Graduate Degree,Clerical,1251.9813,2294.99,"Mountain-200 Black, 38",Bikes,United Kingdom,1043.0087,Europe
SO59628,12463,Todd,Huang,M,40000,Graduate Degree,Clerical,461.4448,742.35,"Touring-3000 Yellow, 58",Clothing,United Kingdom,280.9052,Europe
SO63562,15676,Todd,Wang,M,40000,Graduate Degree,Clerical,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,France,1054.3705,Europe
SO67764,15676,Todd,Wang,M,40000,Graduate Degree,Clerical,1481.9379,2384.07,"Touring-1000 Yellow, 60",Clothing,France,902.1321,Europe
SO69648,23991,Todd,Zhao,M,10000,Partial College,Manual,343.6496,539.99,"Road-750 Black, 58",Components,France,196.3404,Europe
SO70670,23909,Todd,Lin,M,30000,Bachelors,Skilled Manual,343.6496,539.99,"Road-750 Black, 52",Components,France,196.3404,Europe
SO70829,20590,Todd,Zhang,M,100000,Partial College,Management,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,Germany,1054.3705,Europe
SO47315,13840,Tommy,Pal,M,10000,Partial High School,Manual,1320.6838,2181.5625,"Road-250 Black, 58",Components,France,860.8787,Europe
SO47555,15674,Tommy,Raheem,M,30000,Bachelors,Clerical,1518.7864,2443.35,"Road-250 Red, 44",Components,Germany,924.5636,Europe
SO49249,17767,Tommy,Raje,M,40000,Graduate Degree,Clerical,605.6492,1000.4375,"Road-550-W Yellow, 42",Components,France,394.7883,Europe
SO49617,29479,Tommy,Tang,M,30000,Graduate Degree,Clerical,1105.81,2049.0982,"Mountain-200 Black, 38",Bikes,France,943.2882,Europe
SO50432,17940,Tommy,Yuan,M,20000,Partial College,Manual,1320.6838,2181.5625,"Road-250 Black, 52",Components,Germany,860.8787,Europe
SO51021,16532,Tommy,Sharma,M,20000,Partial College,Manual,1518.7864,2443.35,"Road-250 Red, 48",Components,France,924.5636,Europe
SO51526,22614,Tommy,Shan,M,30000,Bachelors,Clerical,713.0798,1120.49,"Road-550-W Yellow, 48",Components,United Kingdom,407.4102,Europe
SO61839,17767,Tommy,Raje,M,40000,Graduate Degree,Clerical,461.4448,742.35,"Touring-3000 Blue, 44",Clothing,France,280.9052,Europe
SO62956,13840,Tommy,Pal,M,10000,Partial High School,Manual,419.7784,769.49,"Mountain-400-W Silver, 42",Bikes,France,349.7116,Europe
SO63699,17940,Tommy,Yuan,M,20000,Partial College,Manual,1082.51,1700.99,"Road-350-W Yellow, 40",Components,Germany,618.48,Europe
SO66779,16532,Tommy,Sharma,M,20000,Partial College,Manual,1554.9479,2443.35,"Road-250 Black, 52",Components,France,888.4021,Europe
SO69957,15674,Tommy,Raheem,M,30000,Bachelors,Clerical,308.2179,564.99,"Mountain-500 Silver, 44",Bikes,Germany,256.7721,Europe
SO72784,25636,Tommy,Raji,M,40000,Bachelors,Professional,713.0798,1120.49,"Road-550-W Yellow, 42",Components,United Kingdom,407.4102,Europe
SO73116,17767,Tommy,Raje,M,40000,Graduate Degree,Clerical,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,France,1054.3705,Europe
SO44427,14146,Toni,Sara,F,20000,Partial College,Manual,2171.2942,3578.27,"Road-150 Red, 56",Components,United Kingdom,1406.9758,Europe
SO50883,18045,Toni,Arun,F,30000,Partial College,Clerical,1320.6838,2181.5625,"Road-250 Black, 48",Components,Germany,860.8787,Europe
SO51461,14146,Toni,Sara,F,20000,Partial College,Manual,461.4448,742.35,"Touring-3000 Blue, 50",Clothing,United Kingdom,280.9052,Europe
SO58237,27900,Toni,Prasad,F,30000,Bachelors,Clerical,461.4448,742.35,"Touring-3000 Blue, 44",Clothing,Germany,280.9052,Europe
SO68481,14146,Toni,Sara,F,20000,Partial College,Manual,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,United Kingdom,1043.0087,Europe
SO69101,18045,Toni,Arun,F,30000,Partial College,Clerical,1082.51,1700.99,"Road-350-W Yellow, 42",Components,Germany,618.48,Europe
SO46678,19930,Tony,Tang,M,110000,Partial College,Professional,486.7066,782.99,"Road-650 Red, 52",Components,Germany,296.2834,Europe
SO47091,28532,Tony,Xie,M,30000,Bachelors,Clerical,1117.8559,2071.4196,"Mountain-200 Silver, 42",Bikes,France,953.5637,Europe
SO48668,18626,Tony,Pal,M,40000,Partial College,Clerical,605.6492,1000.4375,"Road-550-W Yellow, 48",Components,Germany,394.7883,Europe
SO48939,15462,Tony,Chande,M,10000,Partial College,Manual,1518.7864,2443.35,"Road-250 Red, 48",Components,France,924.5636,Europe
SO53678,27309,Tony,Deng,M,130000,Partial College,Professional,1554.9479,2443.35,"Road-250 Black, 58",Components,Germany,888.4021,Europe
SO60739,18626,Tony,Pal,M,40000,Partial College,Clerical,755.1508,1214.85,"Touring-2000 Blue, 54",Clothing,Germany,459.6992,Europe
SO65947,24212,Tony,Raje,M,10000,Partial College,Manual,713.0798,1120.49,"Road-550-W Yellow, 40",Components,United Kingdom,407.4102,Europe
SO66257,24077,Tony,Rai,M,20000,High School,Manual,343.6496,539.99,"Road-750 Black, 52",Components,Germany,196.3404,Europe
SO68555,15462,Tony,Chande,M,10000,Partial College,Manual,308.2179,564.99,"Mountain-500 Silver, 42",Bikes,France,256.7721,Europe
SO69736,18626,Tony,Pal,M,40000,Partial College,Clerical,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,Germany,1054.3705,Europe
SO71507,19930,Tony,Tang,M,110000,Partial College,Professional,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,Germany,1043.0087,Europe
SO73495,28515,Tony,Lal,M,10000,High School,Manual,343.6496,539.99,"Road-750 Black, 44",Components,United Kingdom,196.3404,Europe
SO44874,18004,Tonya,Shen,F,40000,Bachelors,Professional,413.1463,699.0982,"Road-650 Red, 58",Components,France,285.9519,Europe
SO49416,20917,Tonya,Tang,F,40000,Bachelors,Skilled Manual,486.7066,782.99,"Road-650 Black, 48",Components,United Kingdom,296.2834,Europe
SO57252,18004,Tonya,Shen,F,40000,Bachelors,Professional,419.7784,769.49,"Mountain-400-W Silver, 40",Bikes,France,349.7116,Europe
SO60336,24847,Tonya,Nath,F,130000,Bachelors,Management,1554.9479,2443.35,"Road-250 Black, 52",Components,United Kingdom,888.4021,Europe
SO64114,27141,Tonya,Anand,F,30000,Bachelors,Clerical,343.6496,539.99,"Road-750 Black, 58",Components,United Kingdom,196.3404,Europe
SO68951,20917,Tonya,Tang,F,40000,Bachelors,Skilled Manual,1554.9479,2443.35,"Road-250 Black, 48",Components,United Kingdom,888.4021,Europe
SO45205,28420,Tracy,Chapman,F,40000,Bachelors,Skilled Manual,1912.1544,3399.99,"Mountain-100 Silver, 38",Bikes,France,1487.8356,Europe
SO68340,28420,Tracy,Chapman,F,40000,Bachelors,Skilled Manual,713.0798,1120.49,"Road-550-W Yellow, 38",Components,France,407.4102,Europe
SO69020,24155,Tracy,Raje,F,20000,Partial College,Manual,343.6496,539.99,"Road-750 Black, 48",Components,Germany,196.3404,Europe
SO69176,22439,Tracy,Raji,F,30000,Bachelors,Clerical,1082.51,1700.99,"Road-350-W Yellow, 44",Components,United Kingdom,618.48,Europe
SO46572,13552,Trevor,Hughes,M,30000,Bachelors,Clerical,2171.2942,3578.27,"Road-150 Red, 56",Components,France,1406.9758,Europe
SO73192,13552,Trevor,Hughes,M,30000,Bachelors,Clerical,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,France,1054.3705,Europe
SO71601,25649,Trinity,Morgan,F,30000,Partial College,Clerical,755.1508,1214.85,"Touring-2000 Blue, 50",Clothing,France,459.6992,Europe
SO73010,27898,Trinity,Bell,F,30000,Bachelors,Clerical,461.4448,742.35,"Touring-3000 Yellow, 44",Clothing,France,280.9052,Europe
SO45757,12561,Trisha,Lin,F,10000,Partial College,Manual,2171.2942,3578.27,"Road-150 Red, 48",Components,France,1406.9758,Europe
SO49946,18021,Trisha,She,F,20000,High School,Manual,1320.6838,2181.5625,"Road-250 Red, 58",Components,United Kingdom,860.8787,Europe
SO50778,11578,Trisha,Huang,F,10000,Partial High School,Manual,1117.8559,2071.4196,"Mountain-200 Silver, 46",Bikes,France,953.5637,Europe
SO54251,11578,Trisha,Huang,F,10000,Partial High School,Manual,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,France,1054.3705,Europe
SO64523,22437,Trisha,Zheng,F,40000,Graduate Degree,Clerical,1082.51,1700.99,"Road-350-W Yellow, 40",Components,United Kingdom,618.48,Europe
SO68266,12561,Trisha,Lin,F,10000,Partial College,Manual,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,France,1043.0087,Europe
SO68601,27166,Trisha,Ye,F,30000,High School,Manual,461.4448,742.35,"Touring-3000 Blue, 58",Clothing,France,280.9052,Europe
SO69257,22442,Trisha,Sun,F,30000,Bachelors,Clerical,1082.51,1700.99,"Road-350-W Yellow, 48",Components,United Kingdom,618.48,Europe
SO69324,18021,Trisha,She,F,20000,High School,Manual,294.5797,539.99,"Mountain-500 Black, 42",Bikes,United Kingdom,245.4103,Europe
SO73707,26404,Trisha,Wu,F,170000,Bachelors,Management,1082.51,1700.99,"Road-350-W Yellow, 42",Components,United Kingdom,618.48,Europe
SO47232,15627,Troy,Srini,M,40000,Partial College,Clerical,1320.6838,2181.5625,"Road-250 Black, 44",Components,Germany,860.8787,Europe
SO48627,28758,Troy,Rodriguez,M,40000,Partial College,Clerical,1105.81,2049.0982,"Mountain-200 Black, 46",Bikes,France,943.2882,Europe
SO49901,19427,Troy,Lopez,M,30000,Bachelors,Clerical,486.7066,782.99,"Road-650 Red, 52",Components,France,296.2834,Europe
SO51319,28758,Troy,Rodriguez,M,40000,Partial College,Clerical,343.6496,539.99,"Road-750 Black, 52",Components,France,196.3404,Europe
SO58699,15627,Troy,Srini,M,40000,Partial College,Clerical,1481.9379,2384.07,"Touring-1000 Blue, 46",Clothing,Germany,902.1321,Europe
SO60120,19427,Troy,Lopez,M,30000,Bachelors,Clerical,713.0798,1120.49,"Road-550-W Yellow, 48",Components,France,407.4102,Europe
SO61424,22674,Troy,Prasad,M,30000,Partial College,Clerical,343.6496,539.99,"Road-750 Black, 52",Components,Germany,196.3404,Europe
SO65033,15627,Troy,Srini,M,40000,Partial College,Clerical,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,Germany,1054.3705,Europe
SO70160,25467,Troy,Madan,M,20000,High School,Manual,713.0798,1120.49,"Road-550-W Yellow, 40",Components,United Kingdom,407.4102,Europe
SO74143,28517,Troy,Gonzalez,M,20000,Partial College,Manual,343.6496,539.99,"Road-750 Black, 52",Components,United Kingdom,196.3404,Europe
SO47514,15684,Tyrone,Suarez,M,90000,Partial College,Professional,1320.6838,2181.5625,"Road-250 Black, 52",Components,Germany,860.8787,Europe
SO47811,12271,Tyrone,Hernandez,M,30000,Bachelors,Clerical,1117.8559,2071.4196,"Mountain-200 Silver, 38",Bikes,United Kingdom,953.5637,Europe
SO48977,20842,Tyrone,Moreno,M,30000,Bachelors,Clerical,486.7066,782.99,"Road-650 Red, 58",Components,Germany,296.2834,Europe
SO49340,15624,Tyrone,Rubio,M,40000,Bachelors,Skilled Manual,1320.6838,2181.5625,"Road-250 Black, 48",Components,France,860.8787,Europe
SO50600,19458,Tyrone,Blanco,M,30000,Bachelors,Skilled Manual,486.7066,782.99,"Road-650 Red, 44",Components,France,296.2834,Europe
SO51261,12271,Tyrone,Hernandez,M,30000,Bachelors,Clerical,755.1508,1214.85,"Touring-2000 Blue, 50",Clothing,United Kingdom,459.6992,Europe
SO56539,15684,Tyrone,Suarez,M,90000,Partial College,Professional,1481.9379,2384.07,"Touring-1000 Yellow, 46",Clothing,Germany,902.1321,Europe
SO58194,12271,Tyrone,Hernandez,M,30000,Bachelors,Clerical,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,United Kingdom,1054.3705,Europe
SO60119,19458,Tyrone,Blanco,M,30000,Bachelors,Skilled Manual,713.0798,1120.49,"Road-550-W Yellow, 48",Components,France,407.4102,Europe
SO61327,15684,Tyrone,Suarez,M,90000,Partial College,Professional,1251.9813,2294.99,"Mountain-200 Black, 38",Bikes,Germany,1043.0087,Europe
SO62033,15624,Tyrone,Rubio,M,40000,Bachelors,Skilled Manual,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,France,1054.3705,Europe
SO65872,20842,Tyrone,Moreno,M,30000,Bachelors,Clerical,713.0798,1120.49,"Road-550-W Yellow, 38",Components,Germany,407.4102,Europe
SO66923,15624,Tyrone,Rubio,M,40000,Bachelors,Skilled Manual,1481.9379,2384.07,"Touring-1000 Yellow, 54",Clothing,France,902.1321,Europe
SO45198,14847,Vadim,Sazanovich,F,20000,Partial High School,Manual,2171.2942,3578.27,"Road-150 Red, 52",Components,United Kingdom,1406.9758,Europe
SO58003,14847,Vadim,Sazanovich,F,20000,Partial High School,Manual,461.4448,742.35,"Touring-3000 Yellow, 54",Clothing,United Kingdom,280.9052,Europe
SO71103,14847,Vadim,Sazanovich,F,20000,Partial High School,Manual,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,United Kingdom,1054.3705,Europe
SO48116,19312,Valerie,Zheng,F,40000,Bachelors,Clerical,605.6492,1000.4375,"Road-550-W Yellow, 38",Components,United Kingdom,394.7883,Europe
SO49258,17828,Valerie,Zhou,F,40000,Bachelors,Skilled Manual,1518.7864,2443.35,"Road-250 Red, 44",Components,United Kingdom,924.5636,Europe
SO50164,17765,Valerie,Zhang,F,30000,Bachelors,Clerical,1320.6838,2181.5625,"Road-250 Black, 52",Components,Germany,860.8787,Europe
SO50165,17977,Valerie,Zeng,F,40000,Graduate Degree,Clerical,1320.6838,2181.5625,"Road-250 Black, 58",Components,United Kingdom,860.8787,Europe
SO50475,19911,Valerie,Chen,F,130000,Partial College,Professional,605.6492,1000.4375,"Road-550-W Yellow, 38",Components,United Kingdom,394.7883,Europe
SO57700,17765,Valerie,Zhang,F,30000,Bachelors,Clerical,1082.51,1700.99,"Road-350-W Yellow, 42",Components,Germany,618.48,Europe
SO65637,17828,Valerie,Zhou,F,40000,Bachelors,Skilled Manual,419.7784,769.49,"Mountain-400-W Silver, 40",Bikes,United Kingdom,349.7116,Europe
SO68804,24121,Valerie,Liu,F,30000,Partial College,Clerical,343.6496,539.99,"Road-750 Black, 58",Components,Germany,196.3404,Europe
SO69732,17977,Valerie,Zeng,F,40000,Graduate Degree,Clerical,419.7784,769.49,"Mountain-400-W Silver, 38",Bikes,United Kingdom,349.7116,Europe
SO70098,19312,Valerie,Zheng,F,40000,Bachelors,Clerical,294.5797,539.99,"Mountain-500 Black, 48",Bikes,United Kingdom,245.4103,Europe
SO70259,19911,Valerie,Chen,F,130000,Partial College,Professional,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,United Kingdom,1054.3705,Europe
SO44049,13538,Vanessa,Henderson,F,20000,Partial College,Manual,2171.2942,3578.27,"Road-150 Red, 56",Components,Germany,1406.9758,Europe
SO72284,13538,Vanessa,Henderson,F,20000,Partial College,Manual,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,Germany,1043.0087,Europe
SO45140,12485,Veronica,Subram,F,20000,High School,Manual,2171.2942,3578.27,"Road-150 Red, 48",Components,France,1406.9758,Europe
SO46012,19453,Veronica,Rana,F,40000,Bachelors,Clerical,413.1463,699.0982,"Road-650 Red, 52",Components,Germany,285.9519,Europe
SO46193,18634,Veronica,Arun,F,30000,High School,Manual,413.1463,699.0982,"Road-650 Black, 52",Components,France,285.9519,Europe
SO47628,16509,Veronica,Sai,F,30000,Bachelors,Clerical,1518.7864,2443.35,"Road-250 Red, 48",Components,United Kingdom,924.5636,Europe
SO47807,16575,Veronica,Vance,F,170000,Graduate Degree,Management,1320.6838,2181.5625,"Road-250 Black, 58",Components,United Kingdom,860.8787,Europe
SO63960,16575,Veronica,Vance,F,170000,Graduate Degree,Management,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,United Kingdom,1054.3705,Europe
SO65434,27159,Veronica,Rodriguez,F,20000,Partial High School,Manual,461.4448,742.35,"Touring-3000 Yellow, 50",Clothing,France,280.9052,Europe
SO65623,16575,Veronica,Vance,F,170000,Graduate Degree,Management,1481.9379,2384.07,"Touring-1000 Blue, 50",Clothing,United Kingdom,902.1321,Europe
SO66815,27138,Veronica,Sara,F,20000,Partial College,Manual,461.4448,742.35,"Touring-3000 Blue, 54",Clothing,France,280.9052,Europe
SO66893,12485,Veronica,Subram,F,20000,High School,Manual,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,France,1043.0087,Europe
SO68880,24199,Veronica,Prasad,F,40000,Graduate Degree,Clerical,713.0798,1120.49,"Road-550-W Yellow, 48",Components,United Kingdom,407.4102,Europe
SO69308,18634,Veronica,Arun,F,30000,High School,Manual,1082.51,1700.99,"Road-350-W Yellow, 40",Components,France,618.48,Europe
SO70256,16509,Veronica,Sai,F,30000,Bachelors,Clerical,419.7784,769.49,"Mountain-400-W Silver, 46",Bikes,United Kingdom,349.7116,Europe
SO72868,19453,Veronica,Rana,F,40000,Bachelors,Clerical,1251.9813,2294.99,"Mountain-200 Black, 38",Bikes,Germany,1043.0087,Europe
SO73072,19453,Veronica,Rana,F,40000,Bachelors,Clerical,755.1508,1214.85,"Touring-2000 Blue, 60",Clothing,Germany,459.6992,Europe
SO73512,24560,Veronica,Fernandez,F,100000,High School,Professional,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,France,1054.3705,Europe
SO44168,12211,Victor,Romero,M,10000,Graduate Degree,Manual,2171.2942,3578.27,"Road-150 Red, 52",Components,France,1406.9758,Europe
SO44622,13771,Victor,Moreno,M,40000,Graduate Degree,Clerical,2171.2942,3578.27,"Road-150 Red, 44",Components,Germany,1406.9758,Europe
SO45692,14425,Victor,Carlson,M,120000,High School,Professional,2171.2942,3578.27,"Road-150 Red, 52",Components,Germany,1406.9758,Europe
SO53184,14425,Victor,Carlson,M,120000,High School,Professional,1481.9379,2384.07,"Touring-1000 Blue, 60",Clothing,Germany,902.1321,Europe
SO56961,13771,Victor,Moreno,M,40000,Graduate Degree,Clerical,1251.9813,2294.99,"Mountain-200 Black, 38",Bikes,Germany,1043.0087,Europe
SO59757,26885,Victor,Martin,M,30000,Partial College,Clerical,343.6496,539.99,"Road-750 Black, 58",Components,United Kingdom,196.3404,Europe
SO59904,14425,Victor,Carlson,M,120000,High School,Professional,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,Germany,1054.3705,Europe
